x 1,y 1,Count 1,Bkg Count 1,Telescope 1,Dangle 1,Altitude 1,x 2,y 2,Count 2,Bkg Count 2,Telescope 2,Dangle 2,Altitude 2,x 3,y 3,Count 3,Bkg Count 3,Telescope 3,Dangle 3,Altitude 3,x 4,y 4,Count 4,Bkg Count 4,Telescope 4,Dangle 4,Altitude 4,x 5,y 5,Count 5,Bkg Count 5,Telescope 5,Dangle 5,Altitude 5,True X,True Y,True Energy Per Nucleon,True Z,True Height,Detecions,Phi,Epsilon,Theta
0.0,0.0,3484.0,218452.0,lst,0.38224713916562,1.213544816671696,60.0,60.0,87.0,23989.0,mst,5.99468907976143,2.318255478488904,60.0,-60.0,252.0,65186.0,mst,4.758576400472784,0.6506009040431732,-60.0,60.0,0.0,14176.0,mst,0.6176407680320006,2.7230832627328825,-60.0,-60.0,1542.0,24724.0,mst,1.5534370794694148,1.5544913907209699,25.218156627225227,-61.52875311614562,1699.338113313965,26,28714.544689408423,4,1.467168129173697,0.8213559652283071
