x 1,y 1,Count 1,Bkg Count 1,Telescope 1,Dangle 1,Altitude 1,x 2,y 2,Count 2,Bkg Count 2,Telescope 2,Dangle 2,Altitude 2,x 3,y 3,Count 3,Bkg Count 3,Telescope 3,Dangle 3,Altitude 3,x 4,y 4,Count 4,Bkg Count 4,Telescope 4,Dangle 4,Altitude 4,x 5,y 5,Count 5,Bkg Count 5,Telescope 5,Dangle 5,Altitude 5,True X,True Y,True Energy Per Nucleon,True Z,True Height,Detecions,Phi,Epsilon,Theta
0.0,0.0,796.0,5894.0,lst,1.2603049348552557,0.8190681721982005,60.0,60.0,832.0,836.0,mst,6.180401023274571,1.1531208252444998,60.0,-60.0,352.0,1112.0,mst,3.3267279346266934,0.7552260841477002,-60.0,60.0,196.0,671.0,mst,0.9771858438870651,2.0042429369023025,-60.0,-60.0,385.0,425.0,mst,1.9396682526000024,1.8571675945309547,52.48576945449631,-15.826663010915667,412.64618692535066,26,23409.84723648111,5,1.2416196786617875,0.8845820572307297
