x 1,y 1,Count 1,Bkg Count 1,Telescope 1,Dangle 1,Altitude 1,x 2,y 2,Count 2,Bkg Count 2,Telescope 2,Dangle 2,Altitude 2,x 3,y 3,Count 3,Bkg Count 3,Telescope 3,Dangle 3,Altitude 3,x 4,y 4,Count 4,Bkg Count 4,Telescope 4,Dangle 4,Altitude 4,x 5,y 5,Count 5,Bkg Count 5,Telescope 5,Dangle 5,Altitude 5,True X,True Y,True Energy Per Nucleon,True Z,True Height,Detecions,Phi,Epsilon,Theta
0.0,0.0,173.0,4767.0,lst,4.1126387404933995,0.5104650412963139,60.0,60.0,169.0,475.0,mst,5.288613486955618,2.420903586702008,60.0,-60.0,123.0,396.0,mst,3.9599097967072137,2.7771580977767547,-60.0,60.0,270.0,538.0,mst,0.7517511401663015,1.783447842721514,-60.0,-60.0,0.0,528.0,mst,2.590753602681655,2.247961789843259,-15.772797170105576,11.123029281716924,402.63420435187817,26,28913.50193049705,4,1.4668062778109237,3.9074529925796218
