x 1,y 1,Count 1,Bkg Count 1,Telescope 1,Dangle 1,Altitude 1,x 2,y 2,Count 2,Bkg Count 2,Telescope 2,Dangle 2,Altitude 2,x 3,y 3,Count 3,Bkg Count 3,Telescope 3,Dangle 3,Altitude 3,x 4,y 4,Count 4,Bkg Count 4,Telescope 4,Dangle 4,Altitude 4,x 5,y 5,Count 5,Bkg Count 5,Telescope 5,Dangle 5,Altitude 5,True X,True Y,True Energy Per Nucleon,True Z,True Height,Detecions,Phi,Epsilon,Theta
0.0,0.0,3324.0,91883.0,lst,0.9130153992978066,1.118788461800682,60.0,60.0,312.0,17153.0,mst,6.2224584621189525,1.6405601217023904,60.0,-60.0,0.0,20349.0,mst,3.4300822306677436,0.2838616624757031,-60.0,60.0,181.0,8370.0,mst,0.8405145214313466,2.446395167443555,-60.0,-60.0,1348.0,11685.0,mst,1.7314559412730086,1.8200788100333758,55.04511364636758,-41.99890094778017,976.5543097882074,26,24942.150064957368,4,1.7977404019722651,3.204277478363839
