x 1,y 1,Count 1,Bkg Count 1,Telescope 1,Dangle 1,Altitude 1,x 2,y 2,Count 2,Bkg Count 2,Telescope 2,Dangle 2,Altitude 2,x 3,y 3,Count 3,Bkg Count 3,Telescope 3,Dangle 3,Altitude 3,x 4,y 4,Count 4,Bkg Count 4,Telescope 4,Dangle 4,Altitude 4,x 5,y 5,Count 5,Bkg Count 5,Telescope 5,Dangle 5,Altitude 5,True X,True Y,True Energy Per Nucleon,True Z,True Height,Detecions,Phi,Epsilon,Theta
0.0,0.0,1105.0,198703.0,lst,1.1557981452054706,0.6820718635348527,60.0,60.0,1054.0,28238.0,mst,5.989884742284784,1.4190260011291163,60.0,-60.0,309.0,38434.0,mst,3.6547669105317824,0.9738237629633149,-60.0,60.0,223.0,14581.0,mst,0.8939033348167853,2.1618867052779573,-60.0,-60.0,0.0,24167.0,mst,1.9765457365761212,1.9107034485679952,35.80822471711846,-16.280089524234853,1382.7418274767306,26,29214.45171557324,4,1.8482908453901066,0.7244896275797258
