Detections,X,Y,Energy Per Nucleon,Z,Height,True X,True Y,True Energy per nucleon,True Z,True Height,Phi,Epsilon,Theta,Guess Log Likelihood,Classifier,BDT
4,-2.1886192147711654,10.360339591700551,1006.3752305747569,26.0,25183.659362217106,-1.183394937949231,7.383112076237921,1020.7665483556394,26,25773.05871162982,1.2251050339399567,4.571172684206352,22.855421791826302,25.751620026185265,0.0,0.75754140208246612
4,18.560097165818092,32.46677517866931,412.3473604289276,25.0,23054.848154477455,15.903077833000083,31.829241410418604,414.8249171447728,26,23351.85115193307,1.284114161020201,2.734704019033904,22.226722010335735,24.376407256021224,1.0,0.75746083241342732
4,-10.85700978467463,-18.380626119117153,490.94479386989946,26.0,23578.278478680273,-12.112575145800974,-17.26192425142517,479.24446105031114,26,23145.682430832403,1.9241872691727333,0.3503979781858357,22.080071992028934,22.77780444563996,0.0,0.82071187448948812
4,-22.014277417082894,4.607641515980276,571.6739262829999,27.0,23591.656324710926,-22.829361640454565,4.395639516950325,622.2474784133477,26,23444.41150293003,1.4445249098328639,4.488853674955511,21.982818966562263,25.056191735081484,1.0,0.76267930717261534
4,-15.97517082971433,-32.934351719275355,385.0782685216025,23.0,21100.748372858387,-25.72802930817531,-21.883287039180345,313.61902684300384,26,21998.091156771916,1.6704619228203454,6.137528475426784,20.58985421208189,22.774641860105362,3.0,0.82071187448948812
4,34.95837415113101,23.66996345374264,245.75277988038548,26.0,20653.457904681334,35.238932369958206,22.308759253109457,282.7450775516853,26,21490.993515441496,1.2686862667369656,1.166393242037508,20.332419685449423,20.584045807561466,0.0,0.8086614169562294
4,4.361548240150398,28.171598059030487,1077.2372470496493,27.0,22424.598168612603,6.1781787050961725,29.057358850430404,1095.6698532030969,26,21586.379409964567,1.5437543755836403,1.8110262974748486,25.369698198425795,24.103015381499972,1.0,0.56135959852387129
4,-25.50246004148397,-9.261243889435605,734.4800600169062,26.0,22784.033979614884,-25.451959011287983,-9.646495227091009,721.0659499759616,26,22228.861505737652,1.6436133232339851,2.618297163713274,23.92523649306395,24.429444306637834,0.0,0.76706170601107893
4,-6.137500693136758,-10.230584219292894,618.3412874559746,26.0,21971.620683951245,-6.289627680775851,-10.430210787410118,612.9456777871585,26,24288.21862177659,1.2328792431438922,0.1317505177808992,22.12756900829845,22.158535058841153,0.0,0.82071187448948812
4,18.757917921518754,-36.08939169655713,284.48058427300197,26.0,18858.714437633855,19.02342309114627,-34.82277832282983,288.2192623812274,26,19255.178694324917,1.6667827850807506,1.0892952633520763,20.89352449899755,22.606982295905738,0.0,0.8086614169562294
4,27.42669719198932,32.1704821844022,522.8681015602933,25.0,25006.531754478565,30.192955161566147,31.76142068206738,381.53641135816025,26,23584.811804207475,1.3861539576201476,3.556769704473113,20.847892240542308,22.076686392170643,1.0,0.68067550672571731
4,1.5028077882556659,-29.50394248962499,771.4378777294501,26.0,22095.246323864143,1.5894922250483035,-30.724408956761863,739.3231269546144,26,22451.78084924976,1.8553068913806414,4.8611650521459975,22.82532636464657,22.87010374825968,0.0,0.82071187448948812
4,45.4221080674605,-22.132852008813586,370.43000561097665,26.0,19489.077285899908,45.41127243281278,-20.862441816721457,365.3299078934392,26,19730.63050987173,1.546700011183931,2.318569414520664,21.232800297392018,22.278715768981016,0.0,0.75197578802489262
4,-37.89038880517916,-22.656610645096805,381.9940341833271,27.0,22112.20134189741,-35.297666210652366,-24.31033752309999,590.1449575621267,26,24335.684688237325,1.7274196115189238,5.309002856070567,22.72159749358817,24.807666981213536,1.0,0.64685055036744354
4,-19.635833816996637,6.341316368224511,850.517190218179,26.0,19999.671282698517,-20.996139441176467,5.318536041720421,866.2660204192053,26,22128.220659159855,1.278013181916857,3.595392558124441,22.990202600886732,24.665019504793236,0.0,0.82071187448948812
4,12.918614191227562,-17.9402465598028,604.3354234606825,26.0,24614.353319705053,14.901394571838466,-17.31706112077751,553.5221542816191,26,24564.49768944688,1.8966408799256103,1.4628204328543462,22.05704033608049,24.93480525146765,0.0,0.77955717961970517
4,-19.37064825318066,-15.141611447728508,621.3779405181748,26.0,17587.018339618277,-22.518493288573694,-17.03571227265809,617.1632322131456,26,19554.50931196161,1.6661486499739273,4.2286075040616895,22.253147175870254,26.735157925472322,0.0,0.82071187448948812
4,30.42974499567231,13.423293353884333,277.26128608982333,25.0,21852.112170071265,28.967002286181128,13.326713216026633,287.42272446322056,26,22208.261968745817,1.198371589161435,0.15072993500441123,20.819777662346752,22.874072690199455,1.0,0.8086614169562294
4,-1.0067263029171158,-14.422036608273231,432.7848054234471,25.0,24931.725914722156,-1.038998485592458,-15.978097808564542,397.24617486058446,26,24314.029415934256,1.1879718768503562,5.343320632037929,24.07630708756369,23.683378041682545,1.0,0.72200316074829418
4,30.22023631929119,-38.11586230420289,321.2029505748632,26.0,20708.327777416456,29.306384537161676,-38.940354325670114,344.07026959970034,26,21032.85737034395,1.852293266425681,1.2727775637963774,20.20099889100952,20.971875191905198,0.0,0.8086614169562294
4,19.896082967208883,-35.72668635585609,383.98063939650604,26.0,21848.47756143978,21.833035035726795,-35.57055814693719,415.8432878254764,26,22690.39598790351,1.8868983404058621,1.3704742016050135,21.920565736532083,23.34336006567419,0.0,0.8086614169562294
4,52.541155894607414,-16.48689733847459,577.6048863716769,25.0,19972.70039635011,52.79010625331935,-14.344547132973162,462.5272940565972,26,19421.766095367293,1.6686249522001193,1.263037606682604,19.93677723290456,20.69545942807052,1.0,0.72524028262767182
4,31.937549613915053,2.0,919.2527038106152,26.0,21068.85044550993,32.073290352409,1.821412184215859,919.4017658747717,26,21212.210714262113,1.4767145823861207,1.0186964595815378,22.8905575988274,150.0467194907651,0.0,0.8086614169562294
4,-3.200644033395122,-14.02714249831672,947.6096542259538,26.0,23300.48454041692,-3.5785443437094955,-13.437499833024958,920.694197169307,26,21963.719747130275,1.541926696953808,6.1046323345549265,24.12801304244931,25.558459795008275,0.0,0.79188914149672684
4,-33.12784306589026,-2.9070941039748277,346.8957085503135,29.0,19999.999903647335,-24.342383382185233,-4.4132298252159785,728.1026307298686,26,22913.950679141864,1.6129004605022101,3.054037699112871,45.42145254959087,22.847147399000278,3.0,0.38132304211648621
4,11.1144349679995,-9.411527664697417,573.3175451242864,26.0,20009.583051889313,12.898283586409775,-9.57577478132734,605.3394298273337,26,23083.797802995956,1.2701961116729092,2.2565698025289644,24.1486988993247,25.9374144484691,0.0,0.79188914149672684
4,-9.019902940020359,0.9786930550123429,418.6425102812536,26.0,23930.45579359471,-7.437812945101371,0.7912513410301472,443.720985445073,26,24291.913326582304,1.8018785222091465,0.17749558892787493,22.237648028826698,21.840720150456946,0.0,0.79297134695809857
4,9.639642130612799,11.6367630161389,434.32710161272837,26.0,22397.29209307037,8.239267275729333,10.483555625788881,469.77446113542464,26,23027.950266987646,1.2969156456505602,4.617267097782445,22.600245037510376,23.66361882924093,0.0,0.82071187448948812
4,18.840301938728828,32.723789805709885,507.1658675395895,26.0,22339.377947813595,18.170046220455674,33.55618395072716,431.25349460736044,26,22103.17408382799,1.5612910191432614,3.0950461596151158,24.78656493405967,23.644762923078247,0.0,0.72191511674050624
4,0.8563692204347717,2.6364309573896776,2132.489402925121,26.0,23802.54677018534,-1.3684807198793862,1.095845204847791,2117.5786653613463,26,25112.732720893393,1.705891316645836,1.2802980495207186,23.554736072557716,24.643018604124336,0.0,0.81709815198022029
4,-23.962684103677418,32.1012521419529,408.02593275390825,26.0,21568.31801184045,-24.439142219468167,30.288487877052432,455.9221238963951,26,22890.975053891296,1.401334258705217,2.8849111888246575,20.66359167871701,22.050479889837476,0.0,0.70873878396946932
4,28.63394358891884,18.599704767323374,582.5083655030141,27.0,20713.90534845827,27.35876312618487,18.71679989558109,625.0808352695013,26,21170.92505054187,1.3274657385520172,0.23763893194955846,23.241174179762083,24.871683103012174,1.0,0.8086614169562294
4,37.97606443950127,22.58405211296906,310.6718047686361,26.0,18294.00215531474,36.86892792970244,21.526417304050852,348.6415709724711,26,20432.984218680023,1.8141691857953002,3.4018339890634253,20.27199705839911,22.26230732608741,0.0,0.8086614169562294
4,-2.5006730693235113,32.6209783803634,346.78493524609127,27.0,20563.902075115275,-2.9154400281757944,30.311734276046792,514.1093276003241,26,22245.089204827837,1.2517253487111755,4.546158148907994,34.77279692232287,24.682120676060094,1.0,0.40535049322871303
4,-13.357024264624613,1.2806216053321577,603.5163501410912,26.0,23838.52675782336,-15.935738080178709,1.2114008962729486,570.5477796375554,26,23345.789327295668,1.625261658596417,2.8122667050595447,26.85534627164361,23.66472964327204,0.0,0.62827894120451044
4,9.297024389597652,-11.928611019461187,561.1203811729217,26.0,23141.260226162703,7.135215135914791,-8.966022253626164,595.7378639570305,26,24325.889543435347,1.6853213136042937,2.9764338642937656,24.99181127346219,23.43003402559134,0.0,0.79188914149672684
