Detections,X,Y,Energy Per Nucleon,Z,Height,True X,True Y,True Energy per nucleon,True Z,True Height,Phi,Epsilon,Guess Log Likelihood,True Log Likelihood
4,-85.70531942268389,25.39566810747948,570.2722514762024,29.0,31406.362368947735,-98.47827355834784,25.452821283887772,582.6422030091389,26,25924.734041463977,1.280602356825471,2.1147090592386655,0.766351436355689,19.978247124794407
4,-19.182712672019875,-6.747375779355991,824.8069079246145,23.0,32383.35063745286,1.4961886535330677,-3.601434052519096,847.1523436656792,26,31947.96015574035,1.764721563753536,4.310310417431263,0.9051513008369323,5.5861364980252715
4,-1.2108316514849662,-26.05889804590987,1810.8556271302348,28.0,41053.0325286476,-2.0564351541377732,-33.24540162608349,1745.0784115485894,26,39470.37235104832,1.834925627679903,5.229601544236427,0.2864979859049924,2.7069635008185644
4,158.8721087133476,86.40335271804679,580.1027707345338,22.0,18707.416678444475,143.07870807683423,79.9789902423735,562.086219013232,26,19238.405455024546,1.7859463597114258,4.039850709298568,0.9473069982619573,3.8091720726597424
4,38.542192873545844,-60.543991453598665,578.8968037566482,29.0,25677.65127831658,51.809585045208934,-71.26146441045344,600.7521754384077,26,21914.02717596727,1.6065472958515232,5.9311946339009465,0.8677520809047095,1.9270317774077879
4,-67.86026054323938,21.404907582587896,1161.8753233472105,29.0,32707.595820907023,-66.10617992319703,9.174468468110263,1220.2784203290948,26,31394.47622552643,1.4090460494610442,4.113343028866067,1.4946849461625449,4.310091510754342
4,58.74536694780261,114.32748039800578,652.6239707048753,23.0,19682.59105212313,42.49977817457898,99.456868898843,591.3904243113828,26,22096.294505562008,1.731463507945973,5.794423327281085,1.494231068283023,2.909671873310251
4,-3.676244418915644,3.707145625098235,803.4143393511519,29.0,37916.06829518579,2.3346827011584423,9.459137633275617,825.6645607093837,26,37484.71489526825,1.2106636554113386,0.30567596176343703,1.012377908900322,1.9315796014386841
4,-20.690800034357324,-7.088137772650327,490.28280836490774,29.0,30172.84824695028,-22.011504634865815,-14.616804912045467,492.8620840047266,26,28152.072602745,1.2105759065483064,1.2522899840059953,1.6039386377050924,4.016900213519321
4,150.32435890550943,-76.09079277435984,1497.545479999673,22.0,39057.81280773629,82.13712274764856,-57.627313807976094,852.5414674393853,26,30283.226453301664,1.2753411036407858,2.1620082501351696,2.2578810955961743,5.735978999729367
4,34.02073275766719,-22.13156982261421,1906.267214757865,29.0,43655.51118788065,43.497092388013584,-31.62059570687957,1891.8890478152327,26,34747.95075371811,1.3948070084240611,2.3715245467190886,1.066544559797751,2.264395975101518
5,44.47454094241243,-6.802814802763066,2278.010705021358,29.0,46783.43343713322,31.325232887493,0.2274337649641609,2491.9116125481123,26,32396.5081528084,1.7975785451069275,2.671425997704647,4.153031676675415,10.385554062593851
5,-9.754460788111032,76.09191857889476,447.39362700949306,22.0,20489.323142232744,-7.896578776087182,66.58680105451009,449.56529933976,26,22209.160867587627,1.7151036247277407,2.619323076344746,1.698997570007194,4.454988301346057
5,89.81205415835717,-55.20583351088686,583.4001809058659,29.0,29896.598707386423,46.660410208530095,-29.6685839833396,535.7171500163411,26,29632.70727356202,1.6250683060914408,2.966551331545409,1.6199094270069925,144.99073358625378
4,-19.752353108586135,-13.08951177191068,422.14800346009775,25.0,30000.472827590143,-23.441265403882667,-5.065169700317284,420.8131400542735,26,29602.149334682883,1.8557257990598977,4.737018927959913,1.4160845025115392,2.368220667409644
5,102.56915541616416,80.54589896706108,243.33932239191262,28.0,17558.77415549772,-18.19376223503292,68.9486755760266,368.79704337318685,26,22465.790422703558,1.9356646559094293,5.523433048384495,0.2613446772527199,16.302996075811947
4,-0.6035709464228489,-34.0498498406198,1736.1463401531064,28.0,30492.118996495385,-4.1852260097971055,-34.5032604989468,1779.0440743224,26,31788.863645339334,1.430849884161974,2.1247217132730283,1.7980305741439715,2.409524979826516
4,22.555011240854355,-50.41000294284342,1529.701034906813,26.0,42957.56410846501,14.380767012282291,-47.31934953808829,1430.5850902013822,26,33261.4572718881,1.4175753702944913,1.822896781933608,0.96585503267296,13.51906954631884
5,-27.429321901500543,-2.1470923911155637,2696.6451978876344,22.0,36776.9073302435,-26.341538308984823,3.6595084290945863,2319.89125390019,26,39685.44904944326,1.774766209860817,0.28687906907466626,0.7948928046877111,2.9546911752149043
4,73.3617865952682,-29.248681946761167,581.575526459708,27.0,29616.742626135754,82.59113667912365,-26.72136638735948,573.094948756854,26,28904.959643669383,1.7284432741442075,1.8063184494927684,0.2012285597954949,1.8292480802357183
4,41.85254902255559,8.694455571697631,2389.9804359443556,28.0,34193.352301150415,48.4816899371485,9.20571796883786,2671.203885127671,26,33288.603697931954,1.2770895858670532,4.604320033442516,1.4606029344544582,3.045639000224387
4,-22.426263336924308,10.006086965985276,757.296990926108,22.0,58168.40473210589,-41.7662481604016,-3.563013473008226,725.4181078702144,26,29208.132892661604,1.3740505878958165,4.900532559450417,1.2550766913231362,5.133377262700595
5,37.788422831650394,13.870693141305708,929.7698888238115,22.0,30927.74341688876,45.41702029008633,15.38871863028001,933.8169133440882,26,29994.87330977703,1.7355936453774308,3.6227645993905493,0.8386012892130701,7.164245625905063
5,21.95461547808202,42.96654204724024,597.327321504215,28.0,24288.032070818874,31.397138476217805,29.844425926033608,606.712889633217,26,21726.49507558146,1.9338822932797177,1.270886300999221,1.4998649240086772,6.150253334616727
4,7.4723520715795075,-37.349767413307234,663.7048242438182,27.0,33833.19011606173,37.89341340849276,-16.44270326228687,695.6337046654294,26,30962.555004926286,1.300700932145857,0.9140706937668858,1.0216033082712206,4.447905778800997
5,-40.70351792933968,-80.47204038557436,1655.9245552411892,24.0,26674.060170028217,-32.13853300687005,-66.85075072068204,1469.7582076022077,26,27561.770431398454,1.297358789438428,5.518671466600424,2.4100360925164654,5.127533278946584
4,-21.977439645016318,-42.3833757255432,489.5925259756756,29.0,27873.190996776422,-21.53782278587721,-43.27273414636035,499.10786654567414,26,28855.79683171679,1.5057973588015992,4.172765280339521,2.8757302818415442,4.3485410813487375
4,-19.71086868713064,-88.35508605812032,412.742562580101,29.0,24983.438561694118,-19.381514681384488,-99.6188749077679,259.3623829668119,26,21713.120283097756,1.3517157687054118,5.4137434084183065,0.03889681022019529,0.24925625838661924
4,-111.62272476310409,-48.45450855728231,1134.0363756812917,25.0,21021.288406756947,-106.27351148365874,-34.007078129490836,1042.0028335219613,26,24504.26279998655,1.5376462397221529,0.19265080148113023,0.6379637470858447,1.3803846901439476
4,18.01263754543686,-22.81333602113233,608.6243766660114,29.0,32965.12832311014,13.044457966281243,-6.453182495059764,611.1304699731278,26,31997.559203152465,1.7940335043116193,4.504000511193578,1.7027134981085876,4.13236112719582
4,-133.22641630080545,30.334007288764155,544.7979477987534,24.0,17590.006292777474,-110.58762285451408,30.797740636284942,511.00162848521614,26,23165.320758442387,1.8533991593171422,2.6642163322524057,0.32844452411581604,1.737129181816532
4,40.2487127595013,-12.914723757698653,521.4551473533386,26.0,32095.944632597973,45.041512253294314,16.62997358510134,528.5487300351598,26,25926.11801389662,1.2581440439844969,0.8459855523642225,1.011124938835313,5.531799434984223
4,-96.64338610824768,-51.84822415448858,1036.7504761149653,23.0,21484.351906816206,-90.95876001430744,-45.412674294807005,1067.4034873387575,26,22315.833083441616,1.8503737592446616,4.101176294089761,1.087590523963706,3.9156909990060798
4,30.609290183566145,24.604812804764492,1321.5214083273586,29.0,42403.394866601106,35.97589271861199,36.15696358966315,1307.35181060137,26,34242.814697999755,1.8180213271760501,0.6909440482107162,1.1212094157739074,1.9467452656409938
4,97.86329813653055,127.71885740224207,1101.2985586323855,29.0,18657.91007121825,84.50896284523085,121.91509990128458,1040.0409403976328,26,20376.99896029383,1.3486562862384337,0.674963106190907,0.5327295204339603,1.6125182706966408
4,-68.74294303968404,-40.72643568592201,2245.5533225729114,26.0,26409.841547179258,-69.57119005983084,-37.04405626682501,2233.2373528181874,26,28810.587789864698,1.5751429351462716,5.37057250286076,2.9670760041221502,7.224328377682369
4,-45.01163202499981,33.374981519130245,1023.6861806106222,28.0,38341.233650951646,-30.65765458487141,29.381626435101538,1043.965150574134,26,38894.005601568126,1.2919710089391523,4.299783298027886,2.7517227920273504,7.153107771293367
