Detections,X,Y,Energy Per Nucleon,Z,Height,True X,True Y,True Energy per nucleon,True Z,True Height,Phi,Epsilon,Guess Log Likelihood,True Log Likelihood
4,27.456238692649606,29.906605811327097,474.75914414141215,26.0,24239.368846276848,28.47189592344617,31.44072610295524,440.7639690463017,26,23785.1074305401,1.3230199011583543,4.097736202050834,20.0676587669806,21.47653196623557
4,-2.0211569118102943,29.815759637075075,467.58839864492506,26.0,20770.13656788698,-2.9393036060878615,26.006623895569703,568.0791003625225,26,21415.403694260298,1.4223494567069328,0.6954757229961267,23.27787086739727,24.673949515525692
4,6.5026012955972305,18.091572286854273,265.90541927357276,26.0,20005.57145980735,5.6301645271750544,17.78632540073295,313.335603820292,26,21010.673826216276,1.6466709506846742,3.9353906011097584,24.35365601877311,328.10767997825405
4,-4.921455406085613,17.779760199574127,1599.2556015094876,26.0,25137.199040360996,-4.771618428097867,18.637269070769804,1592.1950249996905,26,24279.68063424902,1.2188050435958073,4.573309476057293,23.08726476843185,23.24337704104346
4,20.80253887353956,6.935042403015359,233.63071039393463,26.0,20194.81947453635,19.63883352437861,7.815341438696123,240.76612725947712,26,20543.320354230247,1.9175201298405753,3.662150170015938,23.53770127370558,22.003733996467872
4,33.21497535536918,25.34118800705909,237.64315370243094,26.0,19976.267837521857,32.95925852648128,24.840869780214547,248.8920979663587,26,20530.45841742818,1.3069180528025324,0.09551134425039282,21.181446108459284,21.459161429568383
4,-6.959513393212262,-6.8270124551761455,662.0698494647291,26.0,24051.45473940824,-6.177096048306453,-5.845884840615611,674.3636492648254,26,24649.886233154808,1.4367015896947628,4.2438666351359275,24.29031575967565,24.599624552100067
4,-21.185614461498687,-17.79849291648344,306.20934182951004,26.0,18997.886648086827,-21.11265359853141,-17.100500418823884,359.701951889484,26,19891.106207757737,1.62460862600855,3.671530192769658,21.974866894417573,23.299449452939825
4,16.582873319681198,5.942997375163429,557.1089755364536,24.0,24791.69842417822,26.228470376779086,6.616352120235291,347.16827238805814,26,21603.865520291412,1.9356184176539093,4.046511106349245,21.65320088185831,22.60632635519528
4,0.3031314047394176,13.63041693572876,335.14591591308346,27.0,22669.50998916346,0.012495151254711345,12.781214682084254,351.37851715385773,26,22782.675739327056,1.2586472248065503,4.403293791282306,27.473017671115485,24.60624027810809
4,3.564904462818731,9.657562970336528,857.8971284918983,26.0,20782.73597228709,4.930410845296564,10.671884652812821,826.2586240361733,26,20925.367209165797,1.707974162993952,4.677062116018412,23.39078642165805,25.521495061074347
4,-45.08202699019927,-11.978922697842052,476.48805171501124,26.0,23348.39311859614,-43.06349693842951,-11.234630942968465,504.61331354612884,26,23551.68056705234,1.9463387160436463,4.498831356940025,21.234671277104894,23.241296300796165
4,-15.842843503813924,43.57627284665165,450.149262116006,27.0,21027.16976661648,-18.140374670406487,44.383726218863586,505.849956734948,26,21659.408120020293,1.690529722852993,3.8335506623689284,19.93792599954058,22.219591541658517
4,-17.553139922784908,6.576598071149078,357.96340868373716,26.0,22796.367742903996,-19.899885828490028,7.473120870026776,301.39431492246746,26,21127.9866430258,1.2164487682791536,4.297425274911752,24.694998579579078,26.291740916588424
4,22.556786495912604,40.72899601343869,544.9395881027535,26.0,20654.058736254425,23.147147229223805,41.057960115621285,566.6135252809407,26,23017.733565845232,1.2384379863675783,3.9758751738317,21.175704818868155,21.22303414205436
4,7.748453640956086,-19.510391010233434,400.391622193137,26.0,22238.357864167443,8.639193767602535,-20.154258382233678,359.75879664555293,26,21712.784173218613,1.3641582268178816,5.4756017460104935,21.29392148771376,22.558285124511258
4,8.627438980254908,12.001543827093599,1189.9914520649018,26.0,25032.899248913214,8.558627544005105,13.41091186841308,1193.5828805665512,26,25863.782849401636,1.2357100169403723,2.2953863543990085,22.80508480321896,22.97806519687765
4,-13.26921602350103,-6.938383133717878,647.3958945163083,26.0,24999.96950755735,-13.396708439501168,-7.076192054295916,632.8993553653501,26,24496.906982190947,1.7533566958036362,6.152295731478602,25.192414179766956,24.828847586622487
4,11.652607819356831,-9.652757767144806,464.0377965867848,26.0,22859.59325812273,13.002355034777167,-9.703042725494896,461.492442499781,26,22444.387851264208,1.467220322092975,2.262661881743674,22.179290744139507,22.478695565705493
4,-1.6278119056154878,-5.764175937986636,307.54305279801184,27.0,23061.250101703205,-1.808635436064833,-6.292508195718796,314.130441004954,26,22846.97175022559,1.8112128551738689,1.9450551410073118,29.45824995525163,22.637059968536732
4,-18.671563382808415,24.008780224969314,466.5821027988212,26.0,20250.002500823353,-17.867504961176223,23.695288854402094,475.27223645771,26,21007.943092286165,1.375736728800643,0.06475194477366891,22.553114338420983,22.145253047596952
4,-27.314413796303825,27.394009184007245,266.0617624906306,26.0,22290.691276010075,-24.82430015819949,26.453632104252222,307.42849315811486,26,23653.45116718942,1.2104494577679763,3.9719215775347356,19.629690563763802,24.279464958937936
4,-26.97178354976205,30.925971874828974,443.41240922034837,26.0,21042.175093086502,-24.628767259157613,32.42793215980356,502.92270200197373,26,22301.691729131097,1.2163483955176757,2.8919529771005643,21.736073649081632,25.817479825509466
